category,grp,code,descript
HEAT SRC  ,8,84,Conducted heat from another fire                  
HEAT SRC  ,9,97,Multiple heat sources including multiple ignitions
HEAT SRC  ,9,UU             ,Undetermined                                      
HZM ACT   ,9,0,"Action taken, Other                               "
HZM ACT   ,1,11,"Identify, analyze hazardous materials             "
HZM ACT   ,1,12,"HazMat detection, monitoring, sampling, & analysis"
HZM ACT   ,1,13,HazMat spill control and confinement              
HZM ACT   ,1,14,HazMat leak control and containment               
HZM ACT   ,1,15,Remove hazard or hazardous materials              
HZM ACT   ,1,16,Decontaminate persons or equipment                
HZM ACT   ,2,21,Determine materials to be non-hazardous           
HZM ACT   ,2,22,Isolate area & establish hazard control zones     
HZM ACT   ,2,23,Provide apparatus                                 
HZM ACT   ,2,24,Provide equipment                                 
HZM ACT   ,2,25,Provide water                                     
HZM ACT   ,2,26,Control crowd                                     
HZM ACT   ,2,27,Control traffic                                   
HZM ACT   ,2,28,Protect-in-place operations                       
HZM ACT   ,3,31,Refer to proper authority                         
HZM ACT   ,3,32,Notify other agencies                             
HZM ACT   ,3,33,Provide information to public or media            
HZM ACT   ,3,34,Investigate                                       
HZM ACT   ,3,35,Standby                                           
HZM AREA  ,               ,1,Square feet                                       
HZM AREA  ,               ,2,Blocks                                            
HZM AREA  ,               ,3,Square miles                                      
HZM C TYPE,9,0,"Container type, other                             "
HZM C TYPE,1,10,"Portable container, Other                         "
HZM C TYPE,1,11,Drum                                              
HZM C TYPE,1,12,Cylinder                                          
HZM C TYPE,1,13,Can or bottle                                     
HZM C TYPE,1,14,Carboy                                            
HZM C TYPE,1,15,Box or carton                                     
HZM C TYPE,1,16,Bag or sack                                       
HZM C TYPE,1,17,Cask                                              
HZM C TYPE,1,18,Hose                                              
HZM C TYPE,2,20,"Fixed container, Other                            "
HZM C TYPE,2,21,Tank or silo                                      
HZM C TYPE,2,22,Pipe or pipeline                                  
HZM C TYPE,2,23,Bin                                               
HZM C TYPE,2,24,Machinery or process equipment                    
HZM C TYPE,2,28,Hose                                              
HZM C TYPE,3,30,"Natural container, Other                          "
HZM C TYPE,3,31,Sump or pit                                       
HZM C TYPE,3,32,Pond or surface impoundment                       
HZM C TYPE,3,33,Well                                              
HZM C TYPE,3,34,Dump site or landfill                             
HZM C TYPE,4,40,"Mobile container, Other                           "
HZM C TYPE,4,41,Vehicle fuel tank and associated piping           
HZM C TYPE,4,42,Product tank on or towed by vehicle               
HZM C TYPE,4,43,Piping assoc w/mbl product tank loading or offload
HZM C TYPE,4,48,Hose                                              
HZM C TYPE,9,91,Rigid Intermediate Bulk Container (RIBC)          
HZM C TYPE,9,NN             ,None                                              
HZM C TYPE,9,UU             ,Undetermined                                      
HZM CAUSE ,               ,1,Intentional                                       
HZM CAUSE ,               ,2,Unintentional release                             
HZM CAUSE ,               ,3,Container or containment failure                  
HZM CAUSE ,               ,4,Act of nature                                     
HZM CAUSE ,               ,5,Cause under investigation                         
HZM CAUSE ,               ,U              ,Cause undetermined after investigation            
HZM DISP  ,               ,1,Completed by fire service only                    
HZM DISP  ,               ,2,Completed with fire service present               
HZM DISP  ,               ,3,Released to local agency                          
HZM DISP  ,               ,4,Released to county agency                         
HZM DISP  ,               ,5,Released to state agency                          
HZM DISP  ,               ,6,Released to federal agency                        
HZM DISP  ,               ,7,Released to private agency                        
HZM DISP  ,               ,8,Released to property owner or manager             
HZM DOT   ,               ,10,"Class 1 Explosives, Other (conversion only)       "
HZM DOT   ,               ,11,Division 1.1 Explosives with mass explosion hazard
HZM DOT   ,               ,12,Division 1.2 Explosives with projectile hazard    
HZM DOT   ,               ,13,Division 1.3 Explosives w/predominant fire hazard 
HZM DOT   ,               ,14,Division 1.4 Explosives with no significant blast 
HZM DOT   ,               ,15,Division 1.5 Very insensitive explosives; blasting
HZM DOT   ,               ,16,Division 1.6 Extremely insensitive detonating arti
HZM DOT   ,               ,20,"Class 2 Gases, Other (conversion only)            "
HZM DOT   ,               ,21,Division 2.1 Flammable gases                      
HZM DOT   ,               ,22,Division 2.2 Non-flammable                        
HZM DOT   ,               ,23,Division 2.3 Gases toxic by inhalation            
HZM DOT   ,               ,24,Division 2.4 Corrosive gases (Canada)             
HZM DOT   ,               ,30,Class 3 - Flammable/Combustible Liquids           
HZM DOT   ,               ,40,"Class 4 - Flammable Solids, Other (conversion only"
HZM DOT   ,               ,41,Division 4.1 Flammable solids                     
HZM DOT   ,               ,42,Division 4.2 Spontaneously combustible materials  
HZM DOT   ,               ,43,Division 4.3 Dangerous-when-wet materials         
HZM DOT   ,               ,50,"Class 5 - Oxidizers and Organic peroxides, Other  "
HZM DOT   ,               ,51,Division 5.1 Oxidizers                            
HZM DOT   ,               ,52,Division 5.2 Organic peroxides                    
HZM DOT   ,               ,60,"Class 6 - Toxic, Infectious material or sub, Other"
HZM DOT   ,               ,61,Division 6.1 Toxic materials                      
HZM DOT   ,               ,62,Division 6.2 Infectious substances                
HZM DOT   ,               ,70,Class 7 - Radioactive materials                   
HZM DOT   ,               ,80,Class 8 - Corrosive materials                     
HZM DOT   ,               ,90,"Class 9 - Miscellaneous dangerous goods, Other    "
HZM DOT   ,               ,91,Division 9.1 Miscellaneous dangerous goods- Canada
HZM DOT   ,               ,92,Division 9.2 Environmentally hazardous substances 
HZM DOT   ,               ,93,Division 9.3 Dangerous wastes (Canada)            
HZM DOT   ,               ,UU             ,Undetermined                                      
HZM FACT  ,9,0,"Factors contributing to release, other            "
HZM FACT  ,3,30,"Failure to control hazardous materials, Other     "
HZM FACT  ,3,31,Abandoned or discarded hazardous material         
HZM FACT  ,3,32,Failure to maintain proper temperature            
HZM FACT  ,3,33,Fell asleep and lost control of operations        
HZM FACT  ,3,34,Inadequate control of hazardous materials         
HZM FACT  ,3,37,Person possibly impaired by drugs or alcohol      
HZM FACT  ,3,38,Person otherwise impaired or unconscious          
HZM FACT  ,4,40,"Misuse of hazardous materials, Other              "
HZM FACT  ,4,42,Improper mixing technique                         
HZM FACT  ,4,43,Hazardous materials used improperly               
HZM FACT  ,4,45,Improper container                                
HZM FACT  ,4,46,Improper movement of hazardous materials container
HZM FACT  ,4,47,Improper storage procedures                       
HZM FACT  ,4,48,Children playing with hazardous materials         
HZM FACT  ,4,49,Criminal activity                                 
HZM FACT  ,5,50,"Mechanical failure, malfunction, Other            "
HZM FACT  ,5,51,Automatic control failure                         
HZM FACT  ,5,52,Manual control failure                            
HZM FACT  ,5,53,"Short circuit, ground fault                       "
HZM FACT  ,5,54,"Other part failure, leak, or break                "
HZM FACT  ,5,55,Other electrical failure                          
HZM FACT  ,5,56,"Lack of maintenance, worn out                     "
HZM FACT  ,6,60,"Design/construction/installation deficiency, Other"
HZM FACT  ,6,61,Design deficiency                                 
HZM FACT  ,6,62,Construction deficiency                           
HZM FACT  ,6,64,Installation deficiency                           
HZM FACT  ,7,70,"Operational deficiency, Other                     "
HZM FACT  ,7,71,"Collision, overturn, knockdown                    "
HZM FACT  ,7,72,"Accidentally turned on, not turned off            "
HZM FACT  ,7,73,Equipment unattended                              
HZM FACT  ,7,74,Equipment overload                                
HZM FACT  ,7,75,Failure to clean equipment                        
HZM FACT  ,7,76,"Improper startup, shutdown procedures             "
HZM FACT  ,7,77,Equipment used for purpose not intended           
HZM FACT  ,7,78,Equipment not being operated properly             
HZM FACT  ,8,80,"Natural condition, Other                          "
HZM FACT  ,8,81,High wind                                         
HZM FACT  ,8,82,Earthquake                                        
HZM FACT  ,8,83,"High water, flood                                 "
HZM FACT  ,8,84,Lightning                                         
HZM FACT  ,8,85,Low humidity                                      
HZM FACT  ,8,86,High humidity                                     
HZM FACT  ,8,87,Low temperature                                   
HZM FACT  ,8,88,High temperature                                  
HZM FACT  ,9,91,Animal                                            
HZM FACT  ,9,92,Secondary release following previous release      
HZM FACT  ,9,93,Reaction with other chemical                      
HZM FACT  ,9,97,Failure to use ordinary care                      
HZM FACT  ,9,UU             ,Undetermined                                      
HZM INTO  ,               ,1,Air                                               
HZM INTO  ,               ,2,Water                                             
HZM INTO  ,               ,3,Ground                                            
HZM INTO  ,               ,4,Water and ground                                  
HZM INTO  ,               ,5,Air and ground                                    
HZM INTO  ,               ,6,Water and air                                     
HZM INTO  ,               ,7,"Air, water, and ground                            "
HZM INTO  ,               ,8,"Confined, no environmental impact                 "
HZM INTO  ,               ,U              ,Undetermined (conversion only)                    
HZM MITIG ,9,0,"Factors affecting mitigation, other               "
HZM MITIG ,1,10,"Site factors, other                               "
HZM MITIG ,1,11,Released into water table                         
HZM MITIG ,1,12,Released into sewer system                        
HZM MITIG ,1,13,Released into wildland/wetland area               
HZM MITIG ,1,14,Released in residential area                      
HZM MITIG ,1,15,Released in occupied building                     
HZM MITIG ,1,16,Air release in confined area                      
HZM MITIG ,1,17,"Released, slick on waterway                       "
HZM MITIG ,1,18,Released on major roadway                         
HZM MITIG ,2,20,"Release factors, other                            "
HZM MITIG ,2,21,Release of extremely dangerous agent              
HZM MITIG ,2,22,Threatened release of extremely dangerous agent   
HZM MITIG ,2,23,Combination of release and fire impeded mitigation
HZM MITIG ,2,24,"Multiple chemicals released, unknown effects      "
HZM MITIG ,2,25,"Release of unidentified chemicals, unknown effects"
HZM MITIG ,3,30,"Impediment or delay factors, other                "
HZM MITIG ,3,31,Access to release area                            
HZM MITIG ,3,32,HazMat apparatus unavailable                      
HZM MITIG ,3,33,HazMat apparatus failure                          
HZM MITIG ,3,34,Traffic delay                                     
HZM MITIG ,3,35,Trouble finding location                          
HZM MITIG ,3,36,Communications delay                              
HZM MITIG ,3,37,HazMat-trained crew unavailable of delayed        
HZM MITIG ,4,40,"Natural conditions, other                         "
HZM MITIG ,4,41,High wind                                         
HZM MITIG ,4,42,Storm                                             
HZM MITIG ,4,43,"High water, including floods                      "
HZM MITIG ,4,44,Earthquake                                        
HZM MITIG ,4,45,Extreme high temperature                          
HZM MITIG ,4,46,Extreme low temperature                           
HZM MITIG ,4,47,Ice or snow conditions                            
HZM MITIG ,4,48,Lightning                                         
HZM MITIG ,4,49,Animal                                            
HZM MITIG ,9,NN             ,None                                              
HZM PHYS  ,               ,1,Solid                                             
HZM PHYS  ,               ,2,Liquid                                            
HZM PHYS  ,               ,3,Gas                                               
HZM PHYS  ,               ,U              ,Undetermined                                      
HZM POP   ,               ,1,Urban center - Densely populated                  
HZM POP   ,               ,2,Suburban - Predominantly single-family residential
HZM POP   ,               ,3,Rural - Scattered small communities and farms     
HZM SEQ   ,               ,1,Ignition                                          
HZM SEQ   ,               ,2,Release                                           
HZM SEQ   ,               ,U              ,Undetermined                                      
HZM UNIT  ,1,11,Ounces (liquid)                                   
HZM UNIT  ,1,12,Gallons                                           
HZM UNIT  ,1,13,Barrels (42 gal)                                  
HZM UNIT  ,1,14,Liters                                            
HZM UNIT  ,1,15,Cubic feet                                        
HZM UNIT  ,1,16,Cubic meters                                      
HZM UNIT  ,2,21,Ounces (weight).                                  
HZM UNIT  ,2,22,Pounds                                            
HZM UNIT  ,2,23,Grams                                             
HZM UNIT  ,2,24,Kilograms                                         
HZM UNIT  ,3,31,Parts per billion                                 
HZM UNIT  ,3,32,Parts per million                                 
HZM UNIT  ,3,33,Micro Roentgen                                    
HZM UNIT  ,3,34,Milli Roentgen                                    
HZM UNIT  ,3,35,Roentgen                                          
HZM UNIT  ,3,36,RAD                                               
HZM UNIT  ,3,37,REM                                               
HZM UNIT  ,3,38,Curie                                             
INCI TYPE ,10,100,"Fire, Other                                       "
INCI TYPE ,11,110,"Structure fire, Other (conversion only)           "
INCI TYPE ,11,111,Building fire                                     
INCI TYPE ,11,112,Fires in structure other than in a building       
INCI TYPE ,11,113,"Cooking fire, confined to container               "
INCI TYPE ,11,114,"Chimney or flue fire, confined to chimney or flue "
INCI TYPE ,11,115,"Incinerator overload or malfunction, fire confined"
INCI TYPE ,11,116,"Fuel burner/boiler malfunction, fire confined     "
INCI TYPE ,11,117,"Commercial Compactor fire, confined to rubbish    "
INCI TYPE ,11,118,"Trash or rubbish fire, contained                  "
INCI TYPE ,12,120,"Fire in mobile prop used as a fixed struc, Other  "
INCI TYPE ,12,121,Fire in mobile home used as fixed residence       
INCI TYPE ,12,122,"Fire in motor home, camper, recreational vehicle  "
INCI TYPE ,12,123,"Fire in portable building, fixed location         "
INCI TYPE ,13,130,"Mobile property (vehicle) fire, Other             "
INCI TYPE ,13,131,Passenger vehicle fire                            
INCI TYPE ,13,132,Road freight or transport vehicle fire            
INCI TYPE ,13,133,Rail vehicle fire                                 
INCI TYPE ,13,134,Water vehicle fire                                
INCI TYPE ,13,135,Aircraft fire                                     
INCI TYPE ,13,136,Self-propelled motor home or recreational vehicle 
INCI TYPE ,13,137,Camper or recreational vehicle (RV) fire          
INCI TYPE ,13,138,Off-road vehicle or heavy equipment fire          
INCI TYPE ,14,140,"Natural vegetation fire, Other                    "
INCI TYPE ,14,141,"Forest, woods or wildland fire                    "
INCI TYPE ,14,142,Brush or brush-and-grass mixture fire             
INCI TYPE ,14,143,Grass fire                                        
INCI TYPE ,15,150,"Outside rubbish fire, Other                       "
INCI TYPE ,15,151,"Outside rubbish, trash or waste fire              "
INCI TYPE ,15,152,Garbage dump or sanitary landfill fire            
INCI TYPE ,15,153,Construction or demolition landfill fire          
INCI TYPE ,15,154,Dumpster or other outside trash receptacle fire   
INCI TYPE ,15,155,Outside stationary compactor/compacted trash fire 
INCI TYPE ,16,160,"Special outside fire, Other                       "
INCI TYPE ,16,161,Outside storage fire                              
INCI TYPE ,16,162,Outside equipment fire                            
INCI TYPE ,16,163,Outside gas or vapor combustion explosion         
INCI TYPE ,16,164,Outside mailbox fire                              
INCI TYPE ,17,170,"Cultivated vegetation, crop fire, Other           "
INCI TYPE ,17,171,Cultivated grain or crop fire                     
INCI TYPE ,17,172,Cultivated orchard or vineyard fire               
INCI TYPE ,17,173,Cultivated trees or nursery stock fire            
INCI TYPE ,20,200,"Overpressure rupture, explosion, overheat other   "
INCI TYPE ,21,210,"Overpressure rupture from steam, Other            "
INCI TYPE ,21,211,Overpressure rupture of steam pipe or pipeline    
INCI TYPE ,21,212,Overpressure rupture of steam boiler              
INCI TYPE ,21,213,Steam rupture of pressure or process vessel       
INCI TYPE ,22,220,"Overpressure rupture from air or gas, Other       "
INCI TYPE ,22,221,Overpressure rupture of air or gas pipe/pipeline  
INCI TYPE ,22,222,Overpressure rupture of boiler from air or gas    
INCI TYPE ,22,223,Air or gas rupture of pressure or process vessel  
INCI TYPE ,23,231,Chemical reaction rupture of process vessel       
INCI TYPE ,24,240,"Explosion (no fire), Other                        "
INCI TYPE ,24,241,Munitions or bomb explosion (no fire)             
INCI TYPE ,24,242,Blasting agent explosion (no fire)                
INCI TYPE ,24,243,Fireworks explosion (no fire)                     
INCI TYPE ,24,244,Dust explosion (no fire)                          
INCI TYPE ,25,251,"Excessive heat, scorch burns with no ignition     "
INCI TYPE ,30,300,"Rescue, EMS incident, other                       "
INCI TYPE ,31,311,"Medical assist, assist EMS crew                   "
INCI TYPE ,32,320,"Emergency medical service, other                  "
INCI TYPE ,32,321,"EMS call, excluding vehicle accident with injury  "
INCI TYPE ,32,322,Motor vehicle accident with injuries              
INCI TYPE ,32,323,Motor vehicle/pedestrian accident (MV Ped)        
INCI TYPE ,32,324,Motor Vehicle Accident with no injuries           
INCI TYPE ,33,331,"Lock-in (if lock out , use 511 )                  "
INCI TYPE ,34,340,"Search for lost person, other                     "
INCI TYPE ,34,341,Search for person on land                         
INCI TYPE ,34,342,Search for person in water                        
INCI TYPE ,34,343,Search for person underground                     
INCI TYPE ,35,350,"Extrication, rescue, Other                        "
INCI TYPE ,35,351,Extrication of victim(s) from building/structure  
INCI TYPE ,35,352,Extrication of victim(s) from vehicle             
INCI TYPE ,35,353,Removal of victim(s) from stalled elevator        
INCI TYPE ,35,354,Trench/below-grade rescue                         
INCI TYPE ,35,355,Confined space rescue                             
INCI TYPE ,35,356,High-angle rescue                                 
INCI TYPE ,35,357,Extrication of victim(s) from machinery           
INCI TYPE ,36,360,"Water & ice-related rescue, other                 "
INCI TYPE ,36,361,Swimming/recreational water areas rescue          
INCI TYPE ,36,362,Ice rescue                                        
INCI TYPE ,36,363,Swift water rescue                                
INCI TYPE ,36,364,Surf rescue                                       
INCI TYPE ,36,365,Watercraft rescue                                 
INCI TYPE ,37,370,"Electrical rescue, Other                          "
INCI TYPE ,37,371,Electrocution or potential electrocution          
INCI TYPE ,37,372,Trapped by power lines                            
INCI TYPE ,38,381,Rescue or EMS standby                             
INCI TYPE ,40,400,"Hazardous condition, Other                        "
INCI TYPE ,41,410,"Combustible/flammable gas/liquid condition, other "
INCI TYPE ,41,411,Gasoline or other flammable liquid spill          
INCI TYPE ,41,412,Gas leak (natural gas or LPG)                     
INCI TYPE ,41,413,Oil or other combustible liquid spill             
INCI TYPE ,42,420,"Toxic condition, Other                            "
INCI TYPE ,42,421,Chemical hazard (no spill or leak)                
INCI TYPE ,42,422,Chemical spill or leak                            
INCI TYPE ,42,423,Refrigeration leak                                
INCI TYPE ,42,424,Carbon monoxide incident                          
INCI TYPE ,43,430,"Radioactive condition, Other                      "
INCI TYPE ,43,431,"Radiation leak, radioactive material              "
INCI TYPE ,44,440,"Electrical  wiring/equipment problem, Other       "
INCI TYPE ,44,441,"Heat from short circuit (wiring), defective/worn  "
INCI TYPE ,44,442,Overheated motor                                  
INCI TYPE ,44,443,Breakdown of light ballast                        
INCI TYPE ,44,444,Power line down                                   
INCI TYPE ,44,445,"Arcing, shorted electrical equipment              "
INCI TYPE ,45,451,"Biological hazard, confirmed or suspected         "
INCI TYPE ,46,460,"Accident, potential accident, Other               "
INCI TYPE ,46,461,Building or structure weakened or collapsed       
INCI TYPE ,46,462,Aircraft standby                                  
INCI TYPE ,46,463,"Vehicle accident, general cleanup                 "
INCI TYPE ,47,471,"Explosive, bomb removal (for bomb scare, use 721) "
INCI TYPE ,48,480,"Attempted burning, illegal action, Other          "
INCI TYPE ,48,481,Attempt to burn                                   
INCI TYPE ,48,482,Threat to burn                                    
INCI TYPE ,50,500,"Service Call, other                               "
INCI TYPE ,51,510,"Person in distress, Other                         "
INCI TYPE ,51,511,Lock-out                                          
INCI TYPE ,51,512,Ring or jewelry removal                           
INCI TYPE ,52,520,"Water problem, Other                              "
INCI TYPE ,52,521,Water evacuation                                  
INCI TYPE ,52,522,Water or steam leak                               
INCI TYPE ,53,531,Smoke or odor removal                             
INCI TYPE ,54,540,"Animal problem, Other                             "
INCI TYPE ,54,541,Animal problem                                    
INCI TYPE ,54,542,Animal rescue                                     
INCI TYPE ,55,550,"Public service assistance, Other                  "
INCI TYPE ,55,551,Assist police or other governmental agency        
INCI TYPE ,55,552,Police matter                                     
INCI TYPE ,55,553,Public service                                    
INCI TYPE ,55,554,Assist invalid                                    
INCI TYPE ,55,555,"Defective elevator, no occupants                  "
INCI TYPE ,56,561,Unauthorized burning                              
INCI TYPE ,57,571,"Cover assignment, standby, moveup                 "
INCI TYPE ,60,600,"Good intent call, Other                           "
INCI TYPE ,61,611,Dispatched & cancelled en route                   
INCI TYPE ,62,621,Wrong location                                    
INCI TYPE ,62,622,No Incident found on arrival at dispatch address  
INCI TYPE ,63,631,Authorized controlled burning                     
INCI TYPE ,63,632,Prescribed fire                                   
INCI TYPE ,64,641,Vicinity alarm (incident in other location)       
INCI TYPE ,65,650,"Steam, Other gas mistaken for smoke, Other        "
INCI TYPE ,65,651,"Smoke scare, odor of smoke                        "
INCI TYPE ,65,652,"Steam, vapor, fog or dust thought to be smoke     "
INCI TYPE ,65,653,"Smoke from barbecue, tar kettle                   "
INCI TYPE ,66,661,"EMS call, party transported by non-fire agency    "
INCI TYPE ,67,671,HazMat release investigation w/no HazMat          
INCI TYPE ,67,672,Biological hazard investigation                   
INCI TYPE ,70,700,"False alarm or false call, Other                  "
INCI TYPE ,71,710,"Malicious, mischievous false call, Other          "
INCI TYPE ,71,711,"Municipal alarm system, malicious false alarm     "
INCI TYPE ,71,712,"Direct tie to FD, malicious false alarm           "
INCI TYPE ,71,713,"Telephone, malicious false alarm                  "
INCI TYPE ,71,714,"Central station, malicious false alarm            "
INCI TYPE ,71,715,"Local alarm system, malicious false alarm         "
INCI TYPE ,72,721,Bomb scare - no bomb                              
INCI TYPE ,73,730,"System malfunction, Other                         "
INCI TYPE ,73,731,Sprinkler activation due to malfunction           
INCI TYPE ,73,732,Extinguishing system activation due to malfunction
INCI TYPE ,73,733,Smoke detector activation due to malfunction      
INCI TYPE ,73,734,Heat detector activation due to malfunction       
INCI TYPE ,73,735,Alarm system sounded due to malfunction           
INCI TYPE ,73,736,CO detector activation due to malfunction         
INCI TYPE ,74,740,"Unintentional transmission of alarm, Other        "
INCI TYPE ,74,741,"Sprinkler activation, no fire - unintentional     "
INCI TYPE ,74,742,Extinguishing system activation                   
INCI TYPE ,74,743,"Smoke detector activation, no fire - unintentional"
INCI TYPE ,74,744,"Detector activation, no fire - unintentional      "
INCI TYPE ,74,745,"Alarm system activation, no fire - unintentional  "
INCI TYPE ,74,746,"Carbon monoxide detector activation, no CO        "
INCI TYPE ,75,751,"Biological hazard, malicious false report         "
INCI TYPE ,80,800,"Severe weather or natural disaster, Other         "
INCI TYPE ,81,811,Earthquake assessment                             
INCI TYPE ,81,812,Flood assessment                                  
INCI TYPE ,81,813,"Wind storm, tornado/hurricane assessment          "
INCI TYPE ,81,814,Lightning strike (no fire)                        
INCI TYPE ,81,815,Severe weather or natural disaster standby        
INCI TYPE ,90,900,"Special type of incident, Other                   "
INCI TYPE ,91,911,Citizen complaint                                 
INCI TYPE ,9,UUU            ,Undetermined incident type (conversion only)      
INVESTGTRS,               ,ANDERSON       ,Brett Anderson                                    
INVESTGTRS,               ,CARSON         ,Rick Carson                                       
INVESTGTRS,               ,KRAMER         ,Brad Kramer                                       
INVESTGTRS,               ,MCCLURE        ,Jerry McClure                                     
INVESTGTRS,               ,SCHWINDT       ,Doug Schwindt                                     
INVESTGTRS,               ,TAVALEZ        ,Mike Tavalez                                      
INVESTGTRS,               ,WILDER         ,Chris Wilder                                      
INVL TYPE ,               ,AD             ,Adjuster                                          
INVL TYPE ,               ,AI             ,Additional Insurer                                
INVL TYPE ,               ,AR             ,Arrestee                                          
INVL TYPE ,               ,BA             ,Business Associate                                
INVL TYPE ,               ,CA             ,Casualty                                          
INVL TYPE ,               ,CO             ,Corporate Principal Owner                         
INVL TYPE ,               ,CP             ,Corporate Principal Occupant                      
INVL TYPE ,               ,DO             ,Driver/Owner                                      
INVL TYPE ,               ,DR             ,Driver                                            
INVL TYPE ,               ,EM             ,Employee                                          
INVL TYPE ,               ,ER             ,Employer                                          
INVL TYPE ,               ,FA             ,Father                                            
INVL TYPE ,               ,IN             ,Insurer                                           
INVL TYPE ,               ,LE             ,Lender                                            
INVL TYPE ,               ,MN             ,Manager                                           
INVL TYPE ,               ,MO             ,Mother                                            
INVL TYPE ,               ,MR             ,Mortgagee                                         
INVL TYPE ,               ,OC             ,Occupant                                          
INVL TYPE ,               ,OO             ,Occupant/Owner                                    
INVL TYPE ,               ,OT             ,Other                                             
INVL TYPE ,               ,PA             ,Passenger                                         
INVL TYPE ,               ,PO             ,Property Owner                                    
INVL TYPE ,               ,PP             ,Patient Provider                                  
INVL TYPE ,               ,PR             ,Partner                                           
INVL TYPE ,               ,PT             ,Patient                                           
INVL TYPE ,               ,PY             ,Payee                                             
INVL TYPE ,               ,RA             ,Real Estate Agent                                 
INVL TYPE ,               ,RE             ,Other Relative                                    
INVL TYPE ,               ,RP             ,Reporting Party                                   
INVL TYPE ,               ,RV             ,Rival                                             
INVL TYPE ,               ,SH             ,Shipper                                           
INVL TYPE ,               ,SP             ,Spouse                                            
INVL TYPE ,               ,SU             ,Suspect                                           
INVL TYPE ,               ,TE             ,Tenant                                            
INVL TYPE ,               ,TP             ,Trespasser                                        
INVL TYPE ,               ,TR             ,Transporter/Carrier                               
INVL TYPE ,               ,UN             ,Unknown                                           
INVL TYPE ,               ,WI             ,Witness                                           
ITEM TYPE ,O              ,0,"Item First Ignited, Other                         "
ITEM TYPE ,1,10,"Structural component or finish, Other             "
ITEM TYPE ,1,11,"Exterior roof covering, surface, finish           "
ITEM TYPE ,1,12,Exterior wall covering or finish                  
ITEM TYPE ,1,13,"Exterior trim, including doors                    "
ITEM TYPE ,1,14,"Floor covering or rug/carpet/mat, surface         "
ITEM TYPE ,1,15,"Interior wall covering excluding drapes, etc.     "
ITEM TYPE ,1,16,Interior ceiling covering or finish               
ITEM TYPE ,1,17,Structural member or framing                      
ITEM TYPE ,1,18,Insulation within structural area                 
ITEM TYPE ,2,20,"Furniture, utensils, Other                        "
ITEM TYPE ,2,21,"Upholstered sofa, chair, vehicle seats            "
ITEM TYPE ,2,22,"Non-upholstered chair, bench                      "
ITEM TYPE ,2,23,Cabinetry (including built-in)                    
ITEM TYPE ,2,24,Ironing board                                     
ITEM TYPE ,2,25,Appliance housing or casing                       
ITEM TYPE ,2,26,Household utensils                                
ITEM TYPE ,3,30,"Soft goods, wearing apparel, Other                "
ITEM TYPE ,3,31,"Mattress, pillow                                  "
ITEM TYPE ,3,32,"Bedding; blanket, sheet, comforter                "
ITEM TYPE ,3,33,Linen; other than bedding                         
ITEM TYPE ,3,34,Wearing apparel not on a person                   
ITEM TYPE ,3,35,Wearing apparel on a person                       
ITEM TYPE ,3,36,"Curtain, blind, drapery, tapestry                 "
ITEM TYPE ,3,37,"Goods not made up, including fabrics & yard goods "
ITEM TYPE ,3,38,Luggage                                           
ITEM TYPE ,4,40,"Adornment, recreational material, signs, Other    "
ITEM TYPE ,4,41,Christmas tree                                    
ITEM TYPE ,4,42,Decoration                                        
ITEM TYPE ,4,43,"Sign, including outdoor signs such as billboards  "
ITEM TYPE ,4,44,"Chips, including wood chips                       "
ITEM TYPE ,4,45,"Toy, game                                         "
ITEM TYPE ,4,46,"Awning, canopy                                    "
ITEM TYPE ,4,47,"Tarpaulin, tent                                   "
ITEM TYPE ,5,50,"Storage supplies, Other                           "
ITEM TYPE ,5,51,"Box, carton, bag, basket, barrel                  "
ITEM TYPE ,5,52,Material being used to make a product             
ITEM TYPE ,5,53,"Pallet, skid (empty)                              "
ITEM TYPE ,5,54,"Cord, rope, twine, yarn                           "
ITEM TYPE ,5,55,"Packing, wrapping material                        "
ITEM TYPE ,5,56,Baled goods or material                           
ITEM TYPE ,5,57,Bulk storage                                      
ITEM TYPE ,5,58,"Palletized material, material stored on pallets.  "
ITEM TYPE ,5,59,"Rolled, wound material (paper, fabric)            "
ITEM TYPE ,6,60,"Liquids, piping, filters, Other                   "
ITEM TYPE ,6,61,"Atomized liquid, vaporized liquid, aerosol.       "
ITEM TYPE ,6,62,Flammable liquid/gas - in/from engine or burner   
ITEM TYPE ,6,63,Flammable liquid/gas - in/from final container    
ITEM TYPE ,6,64,Flammable liquid/gas in container or pipe         
ITEM TYPE ,6,65,Flammable liquid/gas - uncontained                
ITEM TYPE ,6,66,"Pipe, duct, conduit, hose                         "
ITEM TYPE ,6,67,"Pipe, duct, conduit, hose covering                "
ITEM TYPE ,6,68,"Filter, including evaporative cooler pads         "
ITEM TYPE ,7,70,"Organic materials, Other                          "
ITEM TYPE ,7,71,"Agricultural crop, including fruits and vegetables"
ITEM TYPE ,7,72,"Light vegetation - not crop, including grass      "
ITEM TYPE ,7,73,"Heavy vegetation - not crop, including trees      "
ITEM TYPE ,7,74,Animal living or dead                             
ITEM TYPE ,7,75,Human living or dead                              
ITEM TYPE ,7,76,"Cooking materials, including edible materials     "
ITEM TYPE ,7,77,"Feathers or fur, not on bird or animal            "
ITEM TYPE ,8,80,"General materials, Other (conversion only)        "
ITEM TYPE ,8,81,"Electrical wire, cable insulation                 "
ITEM TYPE ,8,82,"Transformer, including transformer fluids         "
